4.6,2013,6384,1560,4823,1
4.6,2012,8024,1944,6080,0
4.6,2011,8794,2081,6711,2
4.5,2010,8087,1771,6315,1
4.5,2009,7214,1450,5762,2
4.4,2008,4221,969,3251,1
4.4,2007,2724,598,2126,0
4.3,2006,1951,381,1562,8
4.2,2005,1038,200,808,30
4.2,2004,744,137,603,4
4.2,2003,474,96,378,0
4.2,2002,345,65,280,0
4.2,2001,281,38,241,2
4.2,2000,261,46,215,0
4.2,1999,198,27,171,0
4.2,1998,196,41,155,0
4.2,1997,151,24,127,0
4.2,1996,148,22,124,2
